name,instance_id,n_vars,n_clauses,status,solver,time_sec,decisions,conflicts,learned,proof_size,proof_depth
gnn_atss_0,0,1,0,PROVED,Cosine-ATSS,0.00011219999942113645,0,0,0,2,1
gnn_atss_0,1,1,0,PROVED,GNN-ATSS,0.44185579999975744,0,0,0,2,1
gnn_atss_0,2,1,0,PROVED,Blended-ATSS,1.4799999917158857e-05,0,0,0,3,2
gnn_atss_1,0,2,0,PROVED,Cosine-ATSS,7.389999882434495e-05,0,0,0,4,3
gnn_atss_1,1,2,0,PROVED,GNN-ATSS,0.004923399999825051,0,0,0,4,3
gnn_atss_1,2,2,0,PROVED,Blended-ATSS,1.8799999452312477e-05,0,0,0,5,4
gnn_atss_2,0,2,0,PROVED,Cosine-ATSS,0.0001233000002685003,0,0,0,3,2
gnn_atss_2,1,2,0,PROVED,GNN-ATSS,0.01816529999996419,0,0,0,3,2
gnn_atss_2,2,2,0,PROVED,Blended-ATSS,3.1400000807479955e-05,0,0,0,4,3
gnn_atss_3,0,2,0,PROVED,Cosine-ATSS,4.980000085197389e-05,0,0,0,3,2
gnn_atss_3,1,2,0,PROVED,GNN-ATSS,0.0019410999993851874,0,0,0,3,2
gnn_atss_3,2,2,0,PROVED,Blended-ATSS,1.8599999748403206e-05,0,0,0,4,3
gnn_atss_4,0,2,0,PROVED,Cosine-ATSS,0.00023549999968963675,0,0,0,3,2
gnn_atss_4,1,2,0,PROVED,GNN-ATSS,0.0041531000006216345,0,0,0,3,2
gnn_atss_4,2,2,0,PROVED,Blended-ATSS,1.7299998944508843e-05,0,0,0,4,3
gnn_atss_5,0,2,0,PROVED,Cosine-ATSS,7.15000005584443e-05,0,0,0,4,3
gnn_atss_5,1,2,0,PROVED,GNN-ATSS,0.005022999999710009,0,0,0,4,3
gnn_atss_5,2,2,0,PROVED,Blended-ATSS,1.9600000086938962e-05,0,0,0,5,4
gnn_atss_6,0,2,0,PROVED,Cosine-ATSS,7.279999954334926e-05,0,0,0,4,3
gnn_atss_6,1,2,0,PROVED,GNN-ATSS,0.00570030000017141,0,0,0,4,3
gnn_atss_6,2,2,0,PROVED,Blended-ATSS,1.7800000932766125e-05,0,0,0,5,4
gnn_atss_7,0,1,0,PROVED,Cosine-ATSS,9.870000030787196e-05,0,0,0,3,2
gnn_atss_7,1,1,0,PROVED,GNN-ATSS,0.006502899999759393,0,0,0,3,2
gnn_atss_7,2,1,0,PROVED,Blended-ATSS,2.4300001314259134e-05,0,0,0,4,3
gnn_atss_8,0,2,0,PROVED,Cosine-ATSS,0.00042039999971166253,0,0,0,3,2
gnn_atss_8,1,2,0,PROVED,GNN-ATSS,0.008041600000069593,0,0,0,3,2
gnn_atss_8,2,2,0,PROVED,Blended-ATSS,2.240000139863696e-05,0,0,0,4,3
gnn_atss_9,0,3,0,PROVED,Cosine-ATSS,8.340000022144523e-05,0,0,0,3,2
gnn_atss_9,1,3,0,PROVED,GNN-ATSS,0.002752399999735644,0,0,0,3,2
gnn_atss_9,2,3,0,PROVED,Blended-ATSS,3.239999932702631e-05,0,0,0,4,3
gnn_atss_10,0,2,0,PROVED,Cosine-ATSS,0.00040970000009110663,0,0,0,8,5
gnn_atss_10,1,2,0,PROVED,GNN-ATSS,0.01163290000113193,0,0,0,8,5
gnn_atss_10,2,2,0,PROVED,Blended-ATSS,2.3799999326001853e-05,0,0,0,9,6
gnn_atss_11,0,2,0,PROVED,Cosine-ATSS,0.0002818000011757249,0,0,0,3,2
gnn_atss_11,1,2,0,PROVED,GNN-ATSS,0.0045269999991433,0,0,0,3,2
gnn_atss_11,2,2,0,PROVED,Blended-ATSS,2.680000034160912e-05,0,0,0,4,3
gnn_atss_12,0,1,0,PROVED,Cosine-ATSS,3.909999941242859e-05,0,0,0,4,3
gnn_atss_12,1,1,0,PROVED,GNN-ATSS,0.002253200000268407,0,0,0,4,3
gnn_atss_12,2,1,0,PROVED,Blended-ATSS,1.5800000255694613e-05,0,0,0,5,4
gnn_atss_13,0,1,0,PROVED,Cosine-ATSS,0.00021349999951780774,0,0,0,3,2
gnn_atss_13,1,1,0,PROVED,GNN-ATSS,0.00019160000010742806,0,0,0,3,2
gnn_atss_13,2,1,0,PROVED,Blended-ATSS,1.1899999663000926e-05,0,0,0,4,3
gnn_atss_14,0,2,0,PROVED,Cosine-ATSS,0.00011480000102892518,0,0,0,6,5
gnn_atss_14,1,2,0,PROVED,GNN-ATSS,0.006501600000774488,0,0,0,6,5
gnn_atss_14,2,2,0,PROVED,Blended-ATSS,2.829999903042335e-05,0,0,0,7,6
gnn_atss_15,0,1,0,PROVED,Cosine-ATSS,0.000112900001113303,0,0,0,5,4
gnn_atss_15,1,1,0,PROVED,GNN-ATSS,0.004464600000574137,0,0,0,5,4
gnn_atss_15,2,1,0,PROVED,Blended-ATSS,3.06999991153134e-05,0,0,0,6,5
gnn_atss_16,0,3,0,PROVED,Cosine-ATSS,0.00041169999894918874,0,0,0,4,3
gnn_atss_16,1,3,0,PROVED,GNN-ATSS,0.006639900000664056,0,0,0,4,3
gnn_atss_16,2,3,0,PROVED,Blended-ATSS,3.0299999707494862e-05,0,0,0,5,4
gnn_atss_17,0,1,0,PROVED,Cosine-ATSS,5.400000009103678e-05,0,0,0,6,5
gnn_atss_17,1,1,0,PROVED,GNN-ATSS,0.0019327999998495216,0,0,0,6,5
gnn_atss_17,2,1,0,PROVED,Blended-ATSS,1.9400000383029692e-05,0,0,0,7,6
gnn_atss_18,0,1,0,PROVED,Cosine-ATSS,3.600000127335079e-05,0,0,0,4,3
gnn_atss_18,1,1,0,PROVED,GNN-ATSS,0.0022865999999339692,0,0,0,4,3
gnn_atss_18,2,1,0,PROVED,Blended-ATSS,1.4799999917158857e-05,0,0,0,5,4
gnn_atss_19,0,2,0,PROVED,Cosine-ATSS,0.00010320000001229346,0,0,0,5,4
gnn_atss_19,1,2,0,PROVED,GNN-ATSS,0.004434599999513011,0,0,0,5,4
gnn_atss_19,2,2,0,PROVED,Blended-ATSS,3.0899998819222674e-05,0,0,0,6,5
gnn_atss_20,0,1,0,PROVED,Cosine-ATSS,1.5499999790336005e-05,0,0,0,3,2
gnn_atss_20,1,1,0,PROVED,GNN-ATSS,1.049999991664663e-05,0,0,0,3,2
gnn_atss_20,2,1,0,PROVED,Blended-ATSS,8.799999704933725e-06,0,0,0,3,2
gnn_atss_21,0,2,0,PROVED,Cosine-ATSS,7.170000026235357e-05,0,0,0,5,4
gnn_atss_21,1,2,0,PROVED,GNN-ATSS,0.0038891999993211357,0,0,0,5,4
gnn_atss_21,2,2,0,PROVED,Blended-ATSS,1.8599999748403206e-05,0,0,0,6,5
gnn_atss_22,0,3,0,PROVED,Cosine-ATSS,0.00011360000098648015,0,0,0,6,5
gnn_atss_22,1,3,0,PROVED,GNN-ATSS,0.004356299999926705,0,0,0,6,5
gnn_atss_22,2,3,0,PROVED,Blended-ATSS,2.8800001018680632e-05,0,0,0,7,6
