name,instance_id,n_vars,n_clauses,status,solver,time_sec,decisions,conflicts,learned,proof_size,proof_depth
scale_n30,0,30,128,UNSAT,Glucose4,0.0007691999999224208,0,0,0,0,0
scale_n30,1,30,128,UNKNOWN,NeuroProof,9.68764679999913,50032,50000,50000,0,0
scale_n30,1,30,128,SAT,DPLL-Baseline,0.016470399999889196,65,0,0,0,0
scale_n30,1,30,128,SAT,Glucose4,0.0008333999994647456,0,0,0,0,0
scale_n30,2,30,128,UNKNOWN,NeuroProof,9.771853800000827,50016,50000,50000,0,0
scale_n30,2,30,128,SAT,DPLL-Baseline,0.012443100000382401,57,0,0,0,0
scale_n30,2,30,128,SAT,Glucose4,0.0009413999996468192,0,0,0,0,0
scale_n35,0,35,149,UNKNOWN,NeuroProof,10.667047400000229,50079,50000,50000,0,0
scale_n35,0,35,149,UNSAT,DPLL-Baseline,0.01800129999901401,51,0,0,0,0
scale_n35,0,35,149,UNSAT,Glucose4,0.0008292000002256827,0,0,0,0,0
scale_n35,1,35,149,UNKNOWN,NeuroProof,11.038939999998547,50022,50000,50000,0,0
scale_n35,1,35,149,SAT,DPLL-Baseline,0.044490899999800604,148,0,0,0,0
scale_n35,1,35,149,SAT,Glucose4,0.0006682000002911082,0,0,0,0,0
scale_n35,2,35,149,UNKNOWN,NeuroProof,11.214102699999785,50044,50000,50000,0,0
scale_n35,2,35,149,SAT,DPLL-Baseline,0.011152900000524824,31,0,0,0,0
scale_n35,2,35,149,SAT,Glucose4,0.0007986000000528293,0,0,0,0,0
scale_n40,0,40,170,SAT,NeuroProof,0.08475540000108595,283,147,147,0,0
scale_n40,0,40,170,SAT,DPLL-Baseline,0.0039431999994121725,17,0,0,0,0
scale_n40,0,40,170,SAT,Glucose4,0.0007375999994110316,0,0,0,0,0
scale_n40,1,40,170,SAT,NeuroProof,0.025444099999731407,117,102,102,0,0
scale_n40,1,40,170,SAT,DPLL-Baseline,0.02921729999980016,83,0,0,0,0
scale_n40,1,40,170,SAT,Glucose4,0.0007965000004332978,0,0,0,0,0
scale_n40,2,40,170,UNKNOWN,NeuroProof,12.40488230000119,50027,50000,50000,0,0
scale_n40,2,40,170,UNSAT,DPLL-Baseline,0.054245600000285776,152,0,0,0,0
scale_n40,2,40,170,UNSAT,Glucose4,0.0009638000010454562,0,0,0,0,0
