name,instance_id,n_vars,n_clauses,status,solver,time_sec,decisions,conflicts,learned,proof_size,proof_depth
sota_PHP_2,0,6,12,UNKNOWN,NeuroProof,0.9463129000014305,50000,50000,50000,0,0
sota_PHP_2,0,6,12,UNSAT,DPLL-Baseline,4.789999911736231e-05,1,0,0,0,0
sota_PHP_2,0,6,12,UNSAT,Glucose4,0.0006722999987687217,0,0,0,0,0
sota_PHP_3,0,12,34,UNKNOWN,NeuroProof,7.595710799998415,50006,50000,50000,0,0
sota_PHP_3,0,12,34,UNSAT,DPLL-Baseline,0.0002950999987660907,5,0,0,0,0
sota_PHP_3,0,12,34,UNSAT,Glucose4,0.0006790999996155733,0,0,0,0,0
sota_PHP_4,0,20,75,UNKNOWN,NeuroProof,5.646420999999464,50113,50000,50000,0,0
sota_PHP_4,0,20,75,UNSAT,DPLL-Baseline,0.0026144000003114343,23,0,0,0,0
sota_PHP_4,0,20,75,UNSAT,Glucose4,0.0010635999988153344,0,0,0,0,0
sota_PHP_5,0,30,141,UNKNOWN,NeuroProof,15.404622799998833,50623,50000,50000,0,0
sota_PHP_5,0,30,141,UNSAT,DPLL-Baseline,0.02492309999979625,119,0,0,0,0
sota_PHP_5,0,30,141,UNSAT,Glucose4,0.000828100000944687,0,0,0,0,0
sota_rand3cnf_r2.0,0,19,40,SAT,NeuroProof,0.0006325000013021054,12,0,0,0,0
sota_rand3cnf_r2.0,0,19,40,SAT,DPLL-Baseline,0.00027629999931377824,5,0,0,0,0
sota_rand3cnf_r2.0,0,19,40,SAT,Glucose4,0.0005063000007794471,0,0,0,0,0
sota_rand3cnf_r2.0,1,20,40,SAT,NeuroProof,0.0033692999986669747,120,101,101,0,0
sota_rand3cnf_r2.0,1,20,40,SAT,DPLL-Baseline,0.0003417999996599974,7,0,0,0,0
sota_rand3cnf_r2.0,1,20,40,SAT,Glucose4,0.0002877000006265007,0,0,0,0,0
sota_rand3cnf_r2.0,2,20,40,SAT,NeuroProof,0.0006723000005877111,14,0,0,0,0
sota_rand3cnf_r2.0,2,20,40,SAT,DPLL-Baseline,0.0005203000000619795,12,0,0,0,0
sota_rand3cnf_r2.0,2,20,40,SAT,Glucose4,0.0006025000002409797,0,0,0,0,0
sota_rand3cnf_r2.0,3,20,40,SAT,NeuroProof,0.0005597999988822266,10,0,0,0,0
sota_rand3cnf_r2.0,3,20,40,SAT,DPLL-Baseline,0.00033350000012433156,6,0,0,0,0
sota_rand3cnf_r2.0,3,20,40,SAT,Glucose4,0.000360099998943042,0,0,0,0,0
sota_rand3cnf_r2.0,4,20,40,SAT,NeuroProof,0.0005567000007431488,10,0,0,0,0
sota_rand3cnf_r2.0,4,20,40,SAT,DPLL-Baseline,0.0004607999999279855,10,0,0,0,0
